Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Employer_Category,Work_Experience_Yrs,City_Tier,Net_Monthly_Income,Monthly_Expenses,Existing_EMI,Debt_To_Income_Ratio,CIBIL_Score,Loan_Amount_Requested,Loan_Tenure_Months,Loan_Approved
23,Female,Divorced,0,Master,Salaried,Private SME,0,Tier 2,113634,83456,0,0.734,720,200000,12,1
29,Female,Married,0,Master,Self-Employed,Self-Employed,4,Tier 2,101489,70509,0,0.695,582,50000,12,0
61,Male,Single,2,High School,Salaried,Government,6,Tier 3,45891,29045,0,0.633,555,200000,48,0
59,Male,Married,1,Master,Salaried,Private SME,6,Tier 3,93628,61213,0,0.654,706,400000,60,1
46,Female,Married,1,Master,Self-Employed,Self-Employed,3,Tier 1,90317,54299,0,0.601,560,100000,12,0
22,Male,Married,0,Bachelor,Salaried,MNC,4,Tier 2,30417,10739,4481,0.5,774,400000,24,0
43,Female,Married,1,PhD,Salaried,Private SME,5,Tier 2,89595,31613,0,0.353,764,300000,48,1
43,Female,Single,3,Bachelor,Salaried,Government,1,Tier 1,65909,35705,0,0.542,531,400000,48,0
41,Female,Single,1,Master,Salaried,MNC,2,Tier 2,73407,41691,0,0.568,672,750000,12,1
36,Male,Single,3,Master,Self-Employed,Self-Employed,0,Tier 1,55006,40557,0,0.737,716,75000,48,0
29,Female,Divorced,1,Bachelor,Salaried,Private SME,10,Tier 1,20648,10386,4481,0.72,609,75000,60,0
33,Male,Married,0,Bachelor,Salaried,Startup,8,Tier 1,38739,27615,0,0.713,681,50000,12,1
48,Male,Married,1,Bachelor,Salaried,Government,0,Tier 2,73511,54813,0,0.746,662,75000,60,1
47,Male,Single,1,Master,Salaried,Private SME,1,Tier 2,89399,60793,4481,0.73,609,100000,60,1
37,Male,Divorced,2,Bachelor,Salaried,Private SME,0,Tier 2,23322,11183,8198,0.831,682,400000,24,0
58,Female,Married,1,Master,Self-Employed,Self-Employed,2,Tier 2,94636,60476,0,0.639,546,100000,12,0
56,Female,Single,1,High School,Salaried,Startup,6,Tier 1,20173,11003,8069,0.945,628,500000,24,0
21,Female,Married,0,Master,Salaried,MNC,17,Tier 1,69122,26920,0,0.389,834,100000,24,1
38,Male,Single,0,Bachelor,Self-Employed,Self-Employed,4,Tier 1,71284,25545,0,0.358,645,75000,48,1
29,Male,Single,1,Bachelor,Salaried,Private SME,7,Tier 2,48511,16083,4481,0.424,650,1000000,36,1
33,Male,Single,3,Master,Salaried,Private SME,5,Tier 3,36698,16400,0,0.447,739,1000000,12,1
60,Female,Divorced,0,High School,Self-Employed,Self-Employed,6,Tier 2,12000,7319,4800,1.01,548,150000,60,0
35,Male,Divorced,3,Bachelor,Salaried,MNC,4,Tier 1,36085,25664,4481,0.835,706,150000,48,0
24,Female,Single,1,Bachelor,Self-Employed,Self-Employed,10,Tier 1,46330,20579,8198,0.621,525,200000,24,0
53,Male,Married,0,Bachelor,Self-Employed,Self-Employed,8,Tier 2,62952,33928,0,0.539,766,200000,24,1
44,Male,Married,0,Bachelor,Salaried,Government,5,Tier 2,42993,21967,8198,0.702,683,100000,12,1
56,Female,Married,0,Master,Salaried,Government,8,Tier 2,60337,21054,0,0.349,727,50000,48,1
61,Male,Single,3,Master,Self-Employed,Self-Employed,9,Tier 1,60290,38713,0,0.642,721,500000,60,1
30,Female,Married,2,Bachelor,Salaried,Startup,3,Tier 2,40768,21758,0,0.534,615,1000000,24,0
56,Female,Married,3,Bachelor,Salaried,Private SME,7,Tier 1,92034,65600,4481,0.761,683,75000,48,1
40,Male,Single,2,Bachelor,Self-Employed,Self-Employed,9,Tier 3,60051,40591,8198,0.812,700,200000,60,0
61,Male,Single,1,Master,Salaried,MNC,7,Tier 1,48655,20689,8198,0.594,592,75000,48,0
31,Female,Married,2,Bachelor,Salaried,MNC,8,Tier 1,12798,5639,5119,0.841,685,300000,24,0
32,Female,Single,2,High School,Self-Employed,Self-Employed,6,Tier 2,40256,21804,4481,0.653,565,400000,24,0
38,Male,Divorced,2,High School,Salaried,Private SME,8,Tier 1,58862,20973,0,0.356,688,400000,60,1
50,Female,Single,0,Bachelor,Self-Employed,Self-Employed,12,Tier 2,65230,26940,0,0.413,624,50000,48,1
57,Female,Divorced,1,Master,Salaried,Private SME,1,Tier 1,143239,95897,4481,0.701,718,750000,24,1
40,Female,Single,1,High School,Self-Employed,Self-Employed,5,Tier 1,30423,11221,0,0.369,691,50000,48,1
45,Male,Single,0,Bachelor,Salaried,MNC,2,Tier 3,65561,35783,0,0.546,652,500000,12,1
32,Female,Single,1,High School,Salaried,Government,3,Tier 1,17493,8349,0,0.477,592,50000,60,0
41,Female,Married,2,PhD,Salaried,Startup,7,Tier 1,31597,12336,0,0.39,728,100000,36,1
45,Male,Married,1,Master,Salaried,MNC,0,Tier 1,69343,51064,0,0.736,709,1000000,60,0
31,Male,Single,1,Bachelor,Self-Employed,Self-Employed,1,Tier 3,78299,52562,0,0.671,635,150000,24,0
29,Female,Single,0,Bachelor,Salaried,Government,10,Tier 2,88658,37237,8198,0.512,749,750000,48,1
45,Male,Married,2,Master,Self-Employed,Self-Employed,0,Tier 3,75757,49497,4481,0.713,735,500000,60,0
55,Female,Married,1,High School,Salaried,Private SME,11,Tier 3,25837,7825,8198,0.62,813,200000,36,1
52,Male,Married,3,PhD,Self-Employed,Self-Employed,5,Tier 3,17494,7433,0,0.425,803,150000,12,1
34,Male,Single,3,Bachelor,Salaried,Private SME,5,Tier 2,42940,14968,4481,0.453,643,1000000,24,0
21,Female,Married,3,High School,Salaried,Private SME,3,Tier 3,37731,18519,8198,0.708,649,750000,48,0
37,Male,Married,0,Master,Salaried,Government,4,Tier 2,58392,34279,0,0.587,594,50000,12,0
45,Male,Divorced,1,Bachelor,Self-Employed,Self-Employed,6,Tier 3,18878,7118,4481,0.614,560,300000,24,0
28,Male,Married,3,PhD,Salaried,Startup,5,Tier 2,87649,35724,0,0.408,743,500000,60,1
25,Female,Single,2,Master,Salaried,MNC,2,Tier 2,64498,30747,8198,0.604,519,400000,60,0
25,Male,Single,3,Bachelor,Salaried,Government,8,Tier 1,63882,37297,4481,0.654,854,500000,36,1
61,Male,Married,1,Master,Salaried,Government,10,Tier 2,51795,22780,8198,0.598,602,100000,12,1
55,Female,Married,1,Master,Self-Employed,Self-Employed,0,Tier 2,63655,36326,0,0.571,565,200000,60,0
39,Male,Married,0,Bachelor,Salaried,MNC,14,Tier 2,54884,25090,8198,0.607,626,50000,36,1
43,Female,Married,2,Bachelor,Salaried,Private SME,7,Tier 3,61913,25758,0,0.416,771,500000,48,1
29,Male,Married,2,Bachelor,Self-Employed,Self-Employed,7,Tier 2,44906,30750,8198,0.867,774,75000,48,0
50,Female,Married,0,Bachelor,Self-Employed,Self-Employed,12,Tier 1,39101,18468,4481,0.587,714,1000000,12,1
36,Male,Married,0,Master,Salaried,MNC,0,Tier 2,43729,31190,0,0.713,705,100000,48,1
53,Female,Single,1,Bachelor,Self-Employed,Self-Employed,0,Tier 2,55983,24493,4481,0.518,777,1000000,60,0
22,Male,Single,2,Bachelor,Salaried,Government,0,Tier 3,46674,25404,8198,0.72,587,75000,48,0
34,Male,Married,0,Master,Self-Employed,Self-Employed,1,Tier 2,119172,38625,8198,0.393,831,50000,60,1
21,Male,Single,0,High School,Salaried,Government,8,Tier 1,35366,21436,8198,0.838,662,75000,36,0
46,Male,Single,0,Bachelor,Salaried,Private SME,1,Tier 1,57100,37569,0,0.658,713,1000000,60,0
45,Male,Single,0,Master,Self-Employed,Self-Employed,2,Tier 1,98363,72506,0,0.737,656,75000,60,1
36,Male,Single,3,Bachelor,Salaried,Startup,2,Tier 1,75336,50962,0,0.676,644,300000,12,0
35,Female,Single,2,Bachelor,Salaried,MNC,5,Tier 3,45421,20014,0,0.441,683,150000,48,1
46,Male,Married,2,Bachelor,Self-Employed,Self-Employed,5,Tier 1,91935,50607,8198,0.64,691,1000000,60,1
36,Male,Married,2,Master,Salaried,Startup,2,Tier 1,130846,74103,8198,0.629,681,150000,12,1
34,Female,Married,1,Bachelor,Salaried,Startup,1,Tier 2,47576,15488,0,0.326,773,50000,12,1
49,Female,Married,2,High School,Salaried,MNC,4,Tier 2,38072,12666,0,0.333,767,1000000,12,1
44,Male,Divorced,3,High School,Self-Employed,Self-Employed,6,Tier 1,42432,18950,0,0.447,618,75000,24,1
35,Male,Single,2,Master,Self-Employed,Self-Employed,11,Tier 2,52454,33307,0,0.635,625,100000,12,1
39,Male,Married,1,Bachelor,Salaried,Startup,1,Tier 1,53118,22760,0,0.428,783,750000,12,1
28,Female,Single,2,Master,Salaried,Private SME,5,Tier 2,46519,32254,8198,0.87,705,200000,60,0
54,Female,Married,3,Bachelor,Salaried,Startup,0,Tier 3,52947,31251,0,0.59,712,150000,12,1
22,Male,Divorced,0,Bachelor,Self-Employed,Self-Employed,10,Tier 3,51110,26099,4481,0.598,680,1000000,12,0
47,Female,Married,0,Master,Salaried,Startup,5,Tier 1,83355,45282,0,0.543,736,100000,24,1
30,Female,Married,3,High School,Salaried,Startup,9,Tier 1,45355,20370,0,0.449,682,1000000,24,1
55,Female,Married,3,High School,Salaried,Government,10,Tier 2,37300,27537,0,0.738,745,50000,12,1
43,Female,Married,1,Bachelor,Salaried,Private SME,7,Tier 1,80129,30383,0,0.379,778,50000,12,1
28,Male,Single,1,High School,Salaried,Government,6,Tier 2,24801,17042,0,0.687,787,1000000,60,0
48,Male,Married,0,Bachelor,Salaried,Government,0,Tier 1,46608,28205,0,0.605,794,500000,60,1
43,Male,Married,1,PhD,Salaried,MNC,5,Tier 2,64507,40007,0,0.62,633,1000000,24,1
24,Male,Single,3,Master,Salaried,Government,1,Tier 3,114283,77268,0,0.676,835,750000,60,1
34,Male,Single,0,Bachelor,Salaried,Private SME,1,Tier 3,50651,18300,4481,0.45,798,100000,48,1
49,Female,Married,1,Master,Salaried,Startup,0,Tier 3,68704,42103,8198,0.732,746,750000,36,0
21,Male,Single,3,High School,Salaried,Startup,5,Tier 1,56437,36645,0,0.649,727,500000,24,1
24,Male,Single,1,Bachelor,Self-Employed,Self-Employed,2,Tier 2,24037,17861,0,0.743,565,50000,24,0
52,Male,Married,2,Bachelor,Salaried,MNC,2,Tier 2,34076,21686,0,0.636,714,300000,60,1
53,Female,Single,1,Bachelor,Salaried,Private SME,1,Tier 3,52044,37903,0,0.728,606,750000,36,0
46,Male,Married,2,High School,Self-Employed,Self-Employed,11,Tier 3,30351,20710,0,0.682,536,150000,36,0
37,Male,Married,3,Master,Salaried,Private SME,1,Tier 3,97580,67726,0,0.694,717,750000,12,1
59,Male,Married,1,Master,Salaried,MNC,4,Tier 3,35446,25259,8198,0.944,805,75000,24,0
43,Male,Single,2,Master,Self-Employed,Self-Employed,5,Tier 2,89916,48466,0,0.539,783,1000000,12,1
52,Female,Married,3,High School,Salaried,Government,5,Tier 2,24450,15157,0,0.62,705,750000,60,0
35,Female,Married,3,Bachelor,Self-Employed,Self-Employed,12,Tier 3,60147,21399,8198,0.492,762,50000,36,1
33,Male,Single,1,Master,Salaried,Government,0,Tier 2,98008,45123,0,0.46,701,150000,12,1
22,Female,Single,1,Bachelor,Salaried,Startup,6,Tier 3,92403,64287,0,0.696,657,200000,36,0
39,Female,Married,1,Bachelor,Salaried,Startup,9,Tier 3,24945,18458,4481,0.92,581,75000,12,0
44,Female,Single,1,Master,Salaried,Startup,7,Tier 2,77016,26974,4481,0.408,783,300000,12,1
44,Male,Single,1,Bachelor,Salaried,Government,14,Tier 1,74036,41738,8198,0.674,664,500000,36,1
31,Male,Single,0,Bachelor,Salaried,MNC,11,Tier 1,56397,35562,0,0.631,717,75000,60,1
42,Male,Single,2,Bachelor,Salaried,Startup,3,Tier 1,62616,33326,0,0.532,777,750000,48,1
35,Female,Single,1,Bachelor,Salaried,MNC,5,Tier 2,40990,16594,0,0.405,693,75000,48,1
30,Male,Married,3,Master,Self-Employed,Self-Employed,9,Tier 2,65466,20868,0,0.319,634,50000,24,1
61,Male,Married,2,Bachelor,Self-Employed,Self-Employed,5,Tier 2,39471,28741,4481,0.842,660,300000,48,0
47,Male,Single,1,Bachelor,Self-Employed,Self-Employed,5,Tier 2,67136,27295,0,0.407,720,200000,36,1
29,Female,Married,1,Bachelor,Salaried,Private SME,14,Tier 3,92041,40000,0,0.435,589,1000000,24,0
48,Male,Married,2,High School,Salaried,MNC,9,Tier 1,40700,23982,4481,0.699,659,100000,48,1
21,Female,Divorced,0,Bachelor,Salaried,Startup,14,Tier 3,56209,27704,0,0.493,692,100000,48,1
37,Female,Divorced,0,Bachelor,Salaried,MNC,5,Tier 1,12212,5990,4481,0.857,620,500000,12,0
51,Male,Married,2,Master,Self-Employed,Self-Employed,6,Tier 2,72371,24401,0,0.337,630,150000,12,1
30,Female,Divorced,0,Bachelor,Self-Employed,Self-Employed,7,Tier 2,66351,49520,0,0.746,755,50000,48,1
57,Male,Married,3,Bachelor,Self-Employed,Self-Employed,8,Tier 3,21945,9392,8198,0.802,637,150000,24,0
49,Female,Married,3,Bachelor,Salaried,MNC,4,Tier 2,58241,20355,0,0.349,558,300000,36,1
38,Male,Single,1,Bachelor,Self-Employed,Self-Employed,2,Tier 1,54695,33183,0,0.607,549,75000,48,0
58,Female,Single,2,Bachelor,Salaried,Private SME,2,Tier 1,14839,9474,0,0.638,807,400000,36,0
59,Female,Married,1,Master,Salaried,MNC,5,Tier 1,85528,26634,0,0.311,711,50000,24,1
26,Female,Married,2,Bachelor,Salaried,Startup,0,Tier 2,46517,19591,4481,0.517,491,1000000,60,0
60,Female,Married,2,Master,Salaried,Government,7,Tier 2,77662,30091,8198,0.493,786,750000,24,1
32,Male,Married,0,High School,Self-Employed,Self-Employed,0,Tier 2,42962,28137,4481,0.759,514,75000,60,0
34,Female,Single,1,High School,Salaried,Startup,0,Tier 3,27886,10671,0,0.383,798,750000,12,0
30,Female,Married,2,Master,Salaried,Private SME,10,Tier 3,83547,33907,8198,0.504,601,50000,36,1
40,Male,Single,0,Bachelor,Salaried,Private SME,6,Tier 2,44843,33366,0,0.744,643,150000,12,0
35,Male,Single,3,Bachelor,Salaried,Startup,7,Tier 1,57776,35587,0,0.616,772,200000,36,1
51,Female,Married,1,Bachelor,Self-Employed,Self-Employed,7,Tier 3,42044,19947,8198,0.669,586,500000,24,0
27,Female,Single,1,High School,Self-Employed,Self-Employed,13,Tier 2,53618,34274,0,0.639,688,200000,48,1
61,Female,Married,0,Bachelor,Self-Employed,Self-Employed,10,Tier 2,68787,35075,0,0.51,677,50000,48,1
30,Male,Married,2,Master,Salaried,Government,12,Tier 2,64998,25719,0,0.396,725,50000,60,1
30,Female,Single,2,High School,Salaried,Government,3,Tier 2,48354,25124,0,0.52,706,75000,48,1
59,Male,Married,1,Master,Self-Employed,Self-Employed,5,Tier 3,62995,40783,4481,0.719,804,750000,36,1
48,Female,Married,2,Bachelor,Self-Employed,Self-Employed,0,Tier 3,59357,22570,0,0.38,771,50000,48,1
50,Male,Single,2,Bachelor,Salaried,MNC,9,Tier 3,38042,19724,0,0.518,625,100000,12,1
57,Female,Single,0,High School,Self-Employed,Self-Employed,8,Tier 3,51997,18391,8198,0.511,651,500000,48,0
23,Female,Married,1,Bachelor,Salaried,MNC,3,Tier 3,52583,35714,0,0.679,660,50000,12,0
35,Male,Married,0,High School,Self-Employed,Self-Employed,3,Tier 1,29057,19423,0,0.668,690,150000,60,0
41,Female,Single,0,High School,Salaried,Private SME,7,Tier 3,41707,25151,4481,0.71,575,500000,60,0
57,Male,Single,0,PhD,Self-Employed,Self-Employed,5,Tier 1,32294,23058,4481,0.853,624,300000,24,0
32,Female,Married,3,Master,Salaried,MNC,3,Tier 2,46983,22550,8198,0.654,540,300000,24,0
24,Female,Married,3,Master,Salaried,Government,4,Tier 1,66299,23827,4481,0.427,658,50000,24,1
29,Male,Single,0,High School,Salaried,Government,4,Tier 1,40267,29758,8198,0.943,653,400000,12,0
59,Female,Married,1,Master,Salaried,Private SME,7,Tier 1,77396,41088,4481,0.589,784,50000,24,1
48,Female,Married,0,Bachelor,Salaried,MNC,5,Tier 2,44174,22704,0,0.514,769,100000,60,1
43,Male,Married,2,Master,Self-Employed,Self-Employed,0,Tier 2,90050,29597,0,0.329,789,50000,48,1
60,Male,Single,1,High School,Salaried,Startup,5,Tier 1,21265,11837,0,0.557,507,500000,12,0
42,Female,Married,2,Bachelor,Self-Employed,Self-Employed,3,Tier 3,49641,29294,0,0.59,617,150000,24,1
44,Female,Single,1,PhD,Salaried,MNC,8,Tier 3,122031,62593,0,0.513,753,200000,24,1
46,Female,Divorced,2,Bachelor,Salaried,Private SME,6,Tier 3,66521,47208,0,0.71,611,50000,60,0
50,Female,Married,1,Master,Salaried,Startup,3,Tier 3,108650,68891,0,0.634,670,50000,48,1
53,Male,Married,0,Bachelor,Salaried,MNC,3,Tier 2,100059,31756,0,0.317,807,1000000,36,1
36,Female,Married,0,Bachelor,Self-Employed,Self-Employed,6,Tier 3,42750,23262,0,0.544,612,50000,48,1
42,Male,Married,1,Master,Self-Employed,Self-Employed,5,Tier 2,83449,62349,0,0.747,728,100000,24,1
38,Male,Divorced,3,Bachelor,Self-Employed,Self-Employed,4,Tier 2,38776,15118,0,0.39,623,300000,24,1
27,Male,Single,1,Master,Salaried,Private SME,5,Tier 3,44587,25759,8198,0.762,641,200000,48,0
46,Male,Married,0,Bachelor,Salaried,Private SME,7,Tier 1,63633,26921,0,0.423,663,1000000,48,1
28,Male,Single,3,High School,Self-Employed,Self-Employed,0,Tier 1,38912,18178,0,0.467,668,400000,60,0
26,Male,Single,0,Bachelor,Salaried,Startup,11,Tier 2,47003,14812,0,0.315,747,50000,36,1
50,Female,Married,0,Bachelor,Self-Employed,Self-Employed,4,Tier 1,66475,40520,0,0.61,617,500000,12,0
59,Male,Married,2,Master,Salaried,Government,10,Tier 2,64457,41547,0,0.645,681,200000,12,1
43,Male,Married,2,Bachelor,Salaried,MNC,14,Tier 1,24901,16131,8198,0.977,660,300000,36,0
52,Male,Married,1,Bachelor,Self-Employed,Self-Employed,8,Tier 3,68552,50505,4481,0.802,678,75000,60,0
42,Male,Married,2,Master,Self-Employed,Self-Employed,0,Tier 3,55746,37742,0,0.677,637,750000,48,0
29,Male,Divorced,2,Bachelor,Salaried,Startup,1,Tier 1,70013,27544,0,0.393,900,100000,24,1
51,Male,Single,0,Master,Salaried,Private SME,7,Tier 1,83989,33910,0,0.404,789,200000,36,1
27,Female,Married,2,PhD,Self-Employed,Self-Employed,3,Tier 1,12000,7747,0,0.646,729,1000000,60,0
29,Female,Married,2,High School,Salaried,MNC,11,Tier 2,34382,22334,0,0.65,557,500000,36,0
33,Female,Single,3,High School,Salaried,Startup,3,Tier 2,25286,8985,0,0.355,681,50000,24,1
23,Male,Single,3,High School,Salaried,Startup,8,Tier 2,51487,15599,0,0.303,763,150000,12,1
55,Male,Married,1,Master,Salaried,Government,5,Tier 1,58905,28310,0,0.481,699,200000,48,1
53,Female,Single,1,High School,Self-Employed,Self-Employed,6,Tier 2,50398,30873,0,0.613,761,300000,60,1
41,Male,Single,0,Master,Self-Employed,Self-Employed,8,Tier 1,76003,52441,4481,0.749,647,100000,12,0
51,Male,Single,0,Bachelor,Salaried,MNC,0,Tier 2,43474,16276,8198,0.563,531,150000,24,0
54,Male,Single,1,Master,Salaried,Private SME,5,Tier 1,87783,58540,8198,0.76,633,100000,36,0
52,Male,Married,2,Master,Salaried,Startup,9,Tier 2,98121,59658,4481,0.654,561,150000,60,0
55,Male,Married,1,PhD,Salaried,MNC,1,Tier 1,50181,18801,0,0.375,791,400000,60,1
35,Male,Single,1,Bachelor,Salaried,Private SME,8,Tier 1,24398,16907,0,0.693,519,750000,12,0
52,Female,Married,2,Bachelor,Salaried,Private SME,5,Tier 1,53436,38465,0,0.72,767,750000,12,1
26,Male,Married,2,High School,Salaried,MNC,3,Tier 2,32846,13782,0,0.42,727,200000,24,1
41,Female,Married,2,Bachelor,Salaried,Government,5,Tier 2,64623,23710,0,0.367,894,300000,12,1
53,Female,Married,0,Bachelor,Self-Employed,Self-Employed,11,Tier 3,70826,52087,0,0.735,678,750000,60,0
52,Female,Married,2,PhD,Self-Employed,Self-Employed,6,Tier 1,34804,10799,4481,0.439,863,150000,48,1
39,Female,Married,3,Master,Salaried,MNC,0,Tier 1,64124,46604,0,0.727,510,400000,24,0
53,Female,Married,0,High School,Salaried,Private SME,7,Tier 1,16674,6624,6669,0.797,724,100000,24,0
48,Male,Married,1,Master,Salaried,Government,6,Tier 1,37593,18689,0,0.497,900,750000,48,1
51,Male,Married,3,High School,Self-Employed,Self-Employed,10,Tier 1,14975,6570,4481,0.738,531,750000,24,0
41,Male,Married,1,High School,Self-Employed,Self-Employed,5,Tier 1,33168,12244,0,0.369,780,1000000,24,1
54,Female,Divorced,1,Master,Self-Employed,Self-Employed,10,Tier 2,31539,14464,0,0.459,662,200000,12,0
35,Female,Married,0,PhD,Salaried,MNC,6,Tier 2,66673,36180,8198,0.666,725,150000,24,1
34,Male,Married,1,High School,Salaried,Startup,7,Tier 2,26358,9020,0,0.342,833,1000000,60,1
39,Female,Single,1,Master,Self-Employed,Self-Employed,3,Tier 2,64992,43163,0,0.664,584,1000000,12,0
35,Male,Divorced,0,Master,Self-Employed,Self-Employed,8,Tier 2,74214,48993,0,0.66,728,750000,36,1
26,Female,Single,1,High School,Self-Employed,Self-Employed,14,Tier 2,37396,24638,0,0.659,588,200000,60,0
29,Male,Single,0,Bachelor,Salaried,Government,12,Tier 1,30476,18556,0,0.609,814,50000,36,1
57,Male,Single,2,Master,Salaried,Private SME,1,Tier 3,73202,36957,0,0.505,741,75000,12,1
40,Male,Divorced,3,Master,Salaried,Private SME,0,Tier 3,62783,42389,8198,0.806,900,1000000,60,0
54,Male,Married,1,Bachelor,Self-Employed,Self-Employed,7,Tier 3,64168,43848,0,0.683,648,400000,12,0
58,Male,Divorced,2,High School,Self-Employed,Self-Employed,5,Tier 2,29159,12493,4481,0.582,612,100000,36,0
46,Male,Married,1,Bachelor,Salaried,MNC,2,Tier 2,66640,34414,0,0.516,626,50000,48,1
38,Female,Married,0,Master,Self-Employed,Self-Employed,14,Tier 2,47873,18734,4481,0.485,809,750000,24,1
48,Male,Divorced,3,Bachelor,Salaried,MNC,18,Tier 1,36427,15121,0,0.415,742,150000,48,1
29,Male,Divorced,0,High School,Salaried,MNC,0,Tier 3,36965,15064,0,0.408,766,100000,48,1
52,Female,Married,0,Master,Salaried,Government,2,Tier 2,27688,18609,0,0.672,770,200000,12,1
26,Female,Single,1,Bachelor,Salaried,Private SME,0,Tier 3,37382,15433,0,0.413,689,50000,12,1
34,Male,Married,2,Master,Salaried,Private SME,2,Tier 1,105174,57408,0,0.546,684,50000,24,1
48,Male,Divorced,1,PhD,Salaried,Startup,10,Tier 1,109317,63700,0,0.583,755,50000,48,1
44,Male,Married,0,Master,Self-Employed,Self-Employed,7,Tier 2,63840,40545,0,0.635,776,400000,60,1
33,Male,Married,2,PhD,Salaried,Private SME,9,Tier 2,163224,51097,4481,0.341,771,400000,12,1
32,Female,Divorced,1,PhD,Self-Employed,Self-Employed,11,Tier 1,82650,42489,0,0.514,757,750000,48,1
39,Male,Married,0,Bachelor,Salaried,MNC,7,Tier 2,58041,25054,4481,0.509,900,200000,36,1
41,Male,Married,1,Master,Self-Employed,Self-Employed,2,Tier 1,113354,76546,8198,0.748,780,75000,12,1
47,Female,Married,0,Master,Self-Employed,Self-Employed,8,Tier 2,83019,26278,0,0.317,687,750000,24,1
39,Male,Single,1,Bachelor,Salaried,Government,5,Tier 2,48701,19146,0,0.393,625,150000,48,1
44,Male,Married,2,High School,Salaried,MNC,5,Tier 1,48234,21323,8198,0.612,630,200000,12,1
46,Male,Married,2,Bachelor,Salaried,MNC,2,Tier 2,67201,22514,0,0.335,817,50000,24,1
48,Female,Married,0,High School,Salaried,Government,9,Tier 1,28301,13526,8198,0.768,573,75000,24,0
38,Male,Married,0,Bachelor,Salaried,Government,8,Tier 2,50689,32172,0,0.635,696,500000,36,1
56,Female,Single,0,High School,Salaried,Private SME,9,Tier 1,40440,15995,0,0.396,808,75000,24,1
49,Male,Single,0,Master,Self-Employed,Self-Employed,2,Tier 3,78179,49996,0,0.64,592,500000,12,0
37,Male,Married,0,Bachelor,Salaried,MNC,10,Tier 1,37732,20301,4481,0.657,828,50000,12,1
24,Female,Married,1,High School,Salaried,Private SME,7,Tier 2,42667,19418,0,0.455,486,750000,60,0
49,Female,Single,0,Bachelor,Salaried,MNC,9,Tier 2,47748,22248,0,0.466,800,750000,48,1
24,Female,Single,1,High School,Salaried,Government,2,Tier 1,45134,15902,4481,0.452,672,750000,48,0
30,Female,Married,1,Master,Self-Employed,Self-Employed,6,Tier 1,98192,40494,8198,0.496,762,300000,36,1
45,Female,Single,0,Bachelor,Salaried,Government,10,Tier 1,38675,24328,0,0.629,705,75000,48,1
51,Male,Single,1,Bachelor,Self-Employed,Self-Employed,8,Tier 1,47669,32807,0,0.688,646,50000,24,0
23,Male,Single,0,Master,Salaried,MNC,5,Tier 2,79271,33255,0,0.42,687,300000,12,1
22,Female,Married,2,Bachelor,Salaried,Government,8,Tier 2,69637,39338,0,0.565,695,150000,24,1
45,Male,Married,1,Master,Salaried,MNC,2,Tier 1,58821,18565,0,0.316,676,500000,48,1
26,Female,Single,0,Bachelor,Salaried,Government,8,Tier 2,55697,18649,0,0.335,740,500000,60,1
46,Female,Married,1,Bachelor,Self-Employed,Self-Employed,9,Tier 3,87271,64053,4481,0.785,567,75000,48,0
28,Male,Single,0,Bachelor,Self-Employed,Self-Employed,7,Tier 3,71447,50257,4481,0.766,728,75000,36,1
55,Male,Single,2,High School,Salaried,MNC,5,Tier 1,35031,11790,0,0.337,647,150000,12,1
47,Female,Single,3,High School,Self-Employed,Self-Employed,7,Tier 1,64655,43321,0,0.67,751,750000,24,1
45,Male,Single,0,Bachelor,Salaried,Startup,5,Tier 2,64392,22287,0,0.346,786,300000,48,1
38,Female,Single,2,Master,Salaried,MNC,5,Tier 1,121309,81619,8198,0.74,828,400000,12,1
21,Male,Single,0,Master,Salaried,Startup,9,Tier 1,104549,74342,0,0.711,825,100000,24,1
59,Female,Married,0,High School,Self-Employed,Self-Employed,12,Tier 1,78504,28959,0,0.369,623,400000,48,1
23,Male,Married,0,Bachelor,Salaried,Government,6,Tier 1,84534,30960,0,0.366,867,100000,48,1
24,Female,Married,3,PhD,Salaried,Government,3,Tier 2,73528,52716,0,0.717,490,75000,48,0
61,Male,Married,1,High School,Salaried,Private SME,2,Tier 2,49798,21694,0,0.436,689,75000,36,1
57,Female,Single,3,Bachelor,Self-Employed,Self-Employed,3,Tier 1,37014,18976,0,0.513,669,750000,36,0
35,Male,Divorced,1,Bachelor,Salaried,Private SME,14,Tier 2,73370,32062,0,0.437,774,400000,24,1
28,Female,Single,0,Master,Salaried,MNC,12,Tier 2,120228,76609,0,0.637,697,200000,24,1
58,Female,Married,2,Bachelor,Self-Employed,Self-Employed,9,Tier 2,38389,15163,0,0.395,748,100000,12,1
39,Male,Single,3,PhD,Self-Employed,Self-Employed,11,Tier 3,111670,58331,8198,0.596,716,500000,60,1
46,Male,Married,2,Bachelor,Self-Employed,Self-Employed,3,Tier 3,67845,46318,8198,0.804,785,75000,12,0
59,Male,Married,2,Bachelor,Self-Employed,Self-Employed,10,Tier 2,68449,49570,4481,0.79,665,100000,60,1
30,Female,Single,1,Bachelor,Self-Employed,Self-Employed,10,Tier 3,31354,14383,0,0.459,814,200000,48,1
58,Female,Married,0,Bachelor,Salaried,MNC,5,Tier 1,45561,16004,4481,0.45,617,50000,48,1
34,Male,Single,0,High School,Salaried,Private SME,1,Tier 2,43022,28582,0,0.664,751,300000,12,1
